0,0,
1,2313,
2,3088,
3,4544,
4,6567,
5,6567,
6,6567,
7,6567,
8,6567,
9,6567,
10,6567,
11,6567,
12,6567,
13,6567,
14,6567,
15,6567,
16,6567,
17,7574,
18,7574,
19,7713,
20,7713,
21,7713,
22,7713,
23,7713,
24,7713,
25,7754,
26,7754,
27,7844,
28,7844,
29,7844,
30,7844,
31,7844,
32,7844,
33,7844,
34,7920,
35,7920,
36,7920,
37,7920,
38,7920,
39,7920,
40,7920,
41,7920,
42,7920,
43,7920,
44,7920,
45,7920,
46,7920,
47,7920,
48,7920,
49,7920,
50,7920,
51,7920,
52,7920,
53,7920,
54,7920,
55,7920,
56,7920,
57,7920,
58,7920,
59,7920,
60,7920,
61,7920,
62,7920,
63,7920,
64,7920,
65,7920,
66,7920,
67,7920,
68,7920,
69,7920,
70,7920,
71,7920,
72,7920,
73,7920,
74,7920,
75,7920,
